id,common_name,scientific_name,other_name,family,origin,type,dimension,cycle,attracts,propagation,watering,depth_water_requirement,volume_water_requirement,watering_period,plant_anatomy,sunlight,pruning_month,pruning_count,seeds,maintenance,care-guides,soil,growth_rate,drought_tolerant,salt_tolerant,thorny,invasive,tropical,indoor,care_level,pest_susceptibility,pest_susceptibility_api,flowers,flowering_season,flower_color,cones,fruits,edible_fruit,edible_fruit_taste_profile,fruit_nutritional_value,fruit_color,harvest_season,leaf,leaf_color,edible_leaf,cuisine,medicinal,poisonous_to_humans,poisonous_to_pets,description,other_images,dimensions.type,dimensions.min_value,dimensions.max_value,dimensions.unit,hardiness.min,hardiness.max,hardiness_location.full_url,hardiness_location.full_iframe,watering_general_benchmark.value,watering_general_benchmark.unit,depth_water_requirement.unit,depth_water_requirement.value,pruning_count.amount,pruning_count.interval,volume_water_requirement.unit,volume_water_requirement.value
2818,white dog's-tooth violet,['Erythronium albidum'],[],Liliaceae,['Eastern North America'],Flower,0.50 to 1.00 feet,Herbaceous Perennial,[],"['Division', 'Seed Propagation', 'Cutting', 'Layering Propagation']",Average,[],[],,[],"['Part shade', 'full shade']","['April', 'May']",[],FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=2818&key=sk-OENd67d1d29b015ee9112,[],Low,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,[],Coming Soon,TRUE,Spring,White with yellow,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['green', 'yellow']",FALSE,FALSE,FALSE,FALSE,FALSE,"The white dog's-tooth violet (Erythronium albidum) is an amazing plant species for many reasons! It is known for its stunning beauty and captivating white, yellow, and purple blooms that make it an eye-catching addition to your garden. Its blooms appear in early spring, ushering in the new season. Not only is it beautiful, but it's incredibly resilient and can do well in most climates. Its foliage is fragrant and deer-resistant. It can be used to create a captivating focal point in flower beds, borders, and other areas of the garden. Overall, the white dog's-tooth violet is sure to add a unique, cheerful element to any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,0.5,1.0,feet,3,8,https://perenual.com/api/hardiness-map?species_id=2818&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2818&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
2819,yellow adder's tongue,['Erythronium americanum'],"[""adder's tongue""]",Liliaceae,['Eastern North America'],Herb,0.25 to 0.50 feet,Herbaceous Perennial,[],['Seed Propagation'],Average,[],[],,"[{'part': 'flower', 'color': ['yellow']}, {'part': 'petiole', 'color': ['red-green']}, {'part': 'leaves', 'color': ['red-green']}]","['Part shade', 'full shade']","['February', 'March', 'April']",,TRUE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=2819&key=sk-OENd67d1d29b015ee9112,"['Acidic', ' Humus rich', ' Well-drained']",Moderate,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,"['Pest resistant', ' Disease resistant']",Coming Soon,TRUE,Spring,Yellow,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['green', 'yellow', 'brown', 'black']",,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"The yellow adder's tongue (Erythronium americanum) is a remarkable plant native to eastern North America. It is renowned for its stunning yellow flowers that bloom in spring before the foliage emerges. The leaves resemble tongues, giving the plant its name. It is a hardy species that grows in moist woodlands, and can naturalize in gardens and wild spaces. It is easy to take care of, requiring little maintenance and only small amounts of sunlight. This perennial is definitely an amazing addition to any yard or garden!",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,0.25,0.5,feet,3,8,https://perenual.com/api/hardiness-map?species_id=2819&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2819&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,1.0,yearly,,
2820,escallonia,['Escallonia cordobensis'],[],Escalloniaceae,['Argentina'],Broadleaf evergreen,4.00 to 7.00 feet,Perennial,[],"['Cutting', 'Layering Propagation', 'Grafting Propagation', 'Division', 'Seed Propagation']",Average,,[],,[],['Full sun'],"['February', 'February', 'March', 'June', 'November', 'November']",,FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=2820&key=sk-i3GS67d1de4274dfe9119,[],Low,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,White,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"The Escallonia Cordobensis is an evergreen shrub, native to Uruguay and Argentina. It is known for its colorful foliage and bell-shaped flowers. It is an amazing plant species because of its ability to thrive in diverse climates, including full sun, partial shade, and even heavy shade. It can also withstand temperatures as low as twenty degrees Fahrenheit. In addition, the Escallonia Cordobensis blooms brilliantly all summer long, with beautiful white-pink blossoms beginning in June. Its often-described as care-free, so anyone can enjoy its beauty without worrying too much about maintenance. The Escallonia Cordobensis is an amazing and versatile plant species that will add vibrant color and life to any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,4.0,7.0,feet,8,9,https://perenual.com/api/hardiness-map?species_id=2820&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2820&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,inches,2,3.0,yearly,,
2821,escallonia,['Escallonia rigida'],[],Escalloniaceae,"['Chile', 'Argentina']",Broadleaf evergreen,6.00 to 8.00 feet,Perennial,[],"['Cutting', 'Layering Propagation', 'Grafting Propagation', 'Division', 'Seed Propagation']",Average,[],[],,"[{'part': 'flowers', 'color': ['white']}, {'part': 'stamens', 'color': ['yellow-green']}, {'part': 'center', 'color': ['yellow-green']}, {'part': 'stems', 'color': ['lime-green']}, {'part': 'leaves', 'color': ['dark-green']}]","['Full sun', 'part shade']","['May', 'June', 'July']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=2821&key=sk-1Abl67d1e058cb5ab9120,[],Low,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Red,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"Escallonia rigida, commonly known as escallonia, is an amazing long-growing shrub with many amazing features. This durable South American species is an evergreen woody shrub and its dense foliage provides excellent screening, making it an ideal choice for creating hedges in gardens. Escallonia's attractive flowers feature a unique two-tone format with white and pink shades. In addition, its glossy green foliage complements its bright blooms, creating an aesthetically pleasing contrast. Escallonia rigida is also suitable for growing in coastal areas thanks to its strong tolerance to salt sprays. Its rapid growth allows it to quickly reach impressive heights, making it an ideal choice for gardeners looking to add screens, living walls, or topiary displays.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,8.0,feet,7,9,https://perenual.com/api/hardiness-map?species_id=2821&size=og&key=sk-1Abl67d1e058cb5ab9120,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2821&size=og&key=sk-1Abl67d1e058cb5ab9120'></iframe>,,days,,,,,,
2822,California poppy,['Eschscholzia californica'],[],Papaveraceae,['Western United States'],Flower,1.00 to 1.50 feet,Herbaceous Perennial,[],['Seed Propagation'],Average,,[],,[],['Full sun'],"['March', 'April', 'May', 'March', 'April']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=2822&key=sk-1Abl67d1e058cb5ab9120,['Well-drained'],High,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Easy,"['Fungal leaf spot', ' Root rot', ' Thrips', '  Rabbit resistant', ' Drought resistant ']",Coming Soon,TRUE,Summer,Orange to orange-yellow,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['yellow', 'orange']",Summer,TRUE,"['green', 'gray', 'gray']",FALSE,FALSE,TRUE,FALSE,FALSE,"The California poppy, a brilliant bloom that displays a multitude of shades ranging from orange to yellow and sometimes even pink, is an amazing species. Not only does it boast an incredibly vibrant color palette, the flower is also highly drought-resistant and can flourish in a range of weather conditions, even blooming in summer's hottest temperatures. Besides providing a stunning splash of color to any outdoor setting, California poppies are also packed with health benefits. The plant's aromatics are known to reduce anxiety and provide a calming effect, while the petals can be used as a natural food dye. Not only aesthetically pleasing, the California poppy is a practical and hardy choice for adding a touch of beauty to one's environment.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,1.0,1.5,feet,6,10,https://perenual.com/api/hardiness-map?species_id=2822&size=og&key=sk-1Abl67d1e058cb5ab9120,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2822&size=og&key=sk-1Abl67d1e058cb5ab9120'></iframe>,,days,inches,5,,,,
2823,torch ginger,['Etlingera elatior'],[],Zingiberaceae,"['Thailand', 'Malesia', 'New Guinea']",Herb,6.00 to 15.00 feet,Herbaceous Perennial,[],"['Division', 'Stem Propagation', 'Air Layering Propagation', 'Seed Propagation']",Average,[],[],,[],"['full sun', 'part shade']","['March', 'April']",[],FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=2823&key=sk-OENd67d1d29b015ee9112,[],Low,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Medium,[],Coming Soon,TRUE,,Yellow flowers on red bracts,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['green', 'yellow']",FALSE,TRUE,TRUE,FALSE,FALSE,"Torch ginger (Etlingera elatior) is a truly amazing plant species that is part of the Ginger family. Native to tropical Asia and some Pacific islands, this species is an evergreen that reaches heights up to 10 feet. Its most amazing feature, however, is the long showy bracts that make up its flower heads on each stem. They come in colors of pink, red, purple, or yellow, and can resemble a burning torch, hence its name! Torch ginger is also edible and its root, flower stalk, and flower heads can be cooked and consumed as part of many dishes. Therefore, this species truly is an amazing find!",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,15.0,feet,10,12,https://perenual.com/api/hardiness-map?species_id=2823&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2823&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
2824,Eubotrys,['Eubotrys racemosa'],[],Ericaceae,['Southeastern United States'],Deciduous shrub,3.00 to 8.00 feet,Perennial,[],"['Air Layering Propagation', 'Cutting', 'Grafting Propagation', 'Seed Propagation']",Frequent,,[],,[],['Part shade'],"['June', 'July', 'August']",,TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=2824&key=sk-OENd67d1d29b015ee9112,[],Low,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,White,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,[],Fall,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"Eubotrys, also known as ""Clustered False Nettle"" is a herbaceous perennial, native to the southeastern United States. It is a member of the mint family, and is quite attractive with its glossy green leaves and clusters of small white flowers. This plant is extremely hardy and drought-tolerant, making it a great choice for gardens in hot and dry regions. It even tolerates partial shade, although it does best in full sun. Eubotrys racemosa provides an incredible source of nectar and pollen for local bees and other pollinators, making it a great choice to add to any garden. Its beautiful foliage and vibrant flowers make it a stunning addition to any landscape, and its hardiness make it an incredibly low-maintenance species for sunny gardens.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,3.0,8.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=2824&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2824&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,inch,1,1.0,yearly,,
2825,argyle-apple,['Eucalyptus cinerea'],[],Myrtaceae,['Southeastern Australia'],Tree,6.00 to 10.00 feet,Perennial,[],"['Seed Propagation', 'Cutting', 'Grafting Propagation', 'Layering Propagation']",Average,,[],,[],['Full sun'],"['November', 'December', 'January', 'August', 'November', 'December', 'January', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'November', 'December', 'January', 'August']",,TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=2825&key=sk-OENd67d1d29b015ee9112,[],Low,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Moderate,[],Coming Soon,TRUE,,White,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,[],,TRUE,[],FALSE,FALSE,TRUE,FALSE,FALSE,"The argyle-apple (Eucalyptus cinerea) is an amazing species for its unique features. Its pale grey bark is mottled with fiery red patches, bearing striking resemblance to the popular argyle pattern. As it grows, the bark sheds to reveal smooth, powdery white trunks. This species also has large, light-green to grey, round leaves which are scented with a peppermint, eucalyptus scent. In summer, white flowers with yellow tips bloom, giving the argyle-apple a unique beauty. With hardiness and drought-tolerance, this species is an ideal choice for xeriscaping gardens and landscaping projects. Its bright foliage, delicate flowers, and its eye-catching bark make the argyle-apple an amazing ornamental species.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,6.0,10.0,feet,8,11,https://perenual.com/api/hardiness-map?species_id=2825&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2825&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,cm,5,2.0,yearly,,
2826,mountain gum,['Eucalyptus dalrympleana'],[],Myrtaceae,['Southeastern Australia'],Broadleaf evergreen,50.00 to 70.00 feet,Perennial,[],"['Seed Propagation', 'Cutting', 'Grafting Propagation', 'Layering Propagation']",Minimum,,[],,"[{'part': 'branches', 'color': ['pale-white', 'light-brown']}, {'part': 'trunk', 'color': ['pale-white', 'brown-white']}, {'part': 'leaves', 'color': ['green']}, {'part': 'twigs', 'color': ['light-brown']}]",['Full sun'],"['February', 'March', 'April']",,FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=2826&key=sk-1Abl67d1e058cb5ab9120,[],High,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,High,[],Coming Soon,TRUE,,Creamy white,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"Mountain Gum (Eucalyptus dalrympleana) is an incredibly amazing species of tree with a unique beauty. It has a gorgeous grey/brown bark with stunning stripes, making it a popular pick for gardens and parks. The lush, evergreen foliage is a deep shade of green and tufts of white flowers can be seen throughout the year. Not only is it an attractive species, but it is also incredibly hardy and capable of withstanding harsh, cold temperatures making them perfect for those who live in areas of higher elevation. They also provide great habitat and nutrition for many wildlife species, aiding their dispersal of seeds and their pollination. an essential part of the amazing biodiversity.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,50.0,70.0,feet,8,10,https://perenual.com/api/hardiness-map?species_id=2826&size=og&key=sk-1Abl67d1e058cb5ab9120,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2826&size=og&key=sk-1Abl67d1e058cb5ab9120'></iframe>,,days,,,1.0,yearly,,
2827,Indonesian gum,['Eucalyptus deglupta'],[],Myrtaceae,['Malesia and Papuasia'],Tree,100.00 to 250.00 feet,Perennial,[],"['Air Layering Propagation', 'Grafting Propagation', 'Cutting', 'Seed Propagation']",Frequent,[],[],,"[{'part': 'bark', 'color': ['orange-brown']}, {'part': 'branches', 'color': ['green-brown', 'orange-green']}, {'part': 'twigs', 'color': ['brown', 'red-brown']}, {'part': 'leaves', 'color': ['green', 'dark-green']}, {'part': 'trunk', 'color': ['orange-green-brown']}]",['Full sun'],"['February', 'March', 'April']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=2827&key=sk-OENd67d1d29b015ee9112,[],High,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,[],Coming Soon,TRUE,,White,FALSE,TRUE,TRUE,Coming Soon,Coming Soon,"['blue', 'green', 'red', 'yellow', 'purple', 'orange', 'brown', 'maroon']",Summer,TRUE,"['green', 'red', 'yellow', 'purple']",FALSE,FALSE,TRUE,FALSE,FALSE,"Indonesian gum (Eucalyptus deglupta) is an amazing tree species for many reasons. It is a fast-growing and hardy species, capable of reaching heights of more than 200 feet, and it is well suited to a wide range of climates. This majestic tree also has strikingly beautiful bark, featuring bright hues of red, orange, yellow, and green. Indonesian gum is also tolerant of both drought and fire, making it an ideal species for fire-prone areas. Last, but certainly not least, its impressive gum production can be used for a variety of purposes, from making medicines to using in construction.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,100.0,250.0,feet,10,11,https://perenual.com/api/hardiness-map?species_id=2827&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2827&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
